game_id,player_id,free_resp_prompt,free_resp_answer
0283f6be-802c-4f51-bd49-7ddbc6d9dc84,13de09a7-24c9-4665-aedf-9a970f79563c,"In the text box below, please describe any strategies you used to try and beat your opponent.","I used the mouse with my left hand, and I show the moves with my right hand. 
Also, I would try to play it with a real person by adapting my normal reaction and prediction to the player. 
If I got the round wrong, I would look back and see what the other player chose to predict what the player would click next time. On the other hand, I would play around with my choices if I got the previous round right."
65abbfab-0397-44e0-9820-53c237335d9f,a87fd660-96c1-44ad-a0d7-6478455d858b,"In the text box below, please describe any strategies you used to try and beat your opponent.",I would consider which one they were most likely to play next by recognizing their patterns
64680839-c028-4543-8046-7f8ad9a9c5c4,d4ef5090-de48-45d4-8f64-dd87d82694fa,"In the text box below, please describe any strategies you used to try and beat your opponent.","I was trying to figure out if my opponent was using any kind of pattern when picking a particular card. I was not able to find one, except that they repeated cards a lot but it would vary between two or three times. Other than that I did not use any strategies to beat my opponent."
3a880f23-6877-43ca-ada5-a4e314f41a29,c10f42e8-99b8-41ac-8657-74a4f2aa495a,"In the text box below, please describe any strategies you used to try and beat your opponent.","I did not use any strategy but instead, I left it to chance and just chose randomly each time."
b3e40c26-43bb-4b9a-84d9-95e89b9e7e38,1f40f44a-57e0-4946-884a-626a712001e2,"In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't have a strategy, I just did random patterns because I felt like it"
e952f15b-325e-44a7-a7ae-a2666adc1b25,5688476d-8c08-4e58-87ff-baa87eea8faf,"In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that my opponent tended to typically use paper or scissors, avoiding rock unless they would repeatedly lose. it seemed like they my opponent was performing repetitive moves in order to ""catch"" me, so whenever I noticed they were repeating paper and I would repeat scissors, I would switch to the paper in hindsight of my opponent switching to rock. I also noticed that my opponent tended to repeat the same move when they would win, and almost always switch moves when they would lose."
b3ab2dd6-f1b5-4539-8ae2-503b7721b7e6,8d68886a-8eff-4b63-9df6-a888bca537d7,"In the text box below, please describe any strategies you used to try and beat your opponent.",To predict what their next move would be
d801f0d5-8c27-419c-b864-9f36bc44ce00,f836c965-2811-4f93-a2be-a1a71c05b921,"In the text box below, please describe any strategies you used to try and beat your opponent.",Sometimes it would seem as if the computer had a pattern which I tried to counter. Other times I randomly guessed as there is no strategic way to beat randomness
1319391d-063a-4e04-b01e-d3cf0fd106a1,f6fc0791-c4fe-4e24-91df-1883493947d7,"In the text box below, please describe any strategies you used to try and beat your opponent.",just guessing 
239534b4-e035-48a0-af0b-414a97bcc631,e0b27afc-47e7-4819-a3e4-0c2191606986,"In the text box below, please describe any strategies you used to try and beat your opponent.","I used no strategies. I just randomized my selection.
"
93eac3ef-16eb-40aa-88c4-7ede3a75037e,4d05bc8c-5e5a-4724-894b-4172376e470d,"In the text box below, please describe any strategies you used to try and beat your opponent.",i was trying to predict what my opponent will hoses based on the previous round. 
a8bec2ed-fe0f-4121-aa74-8a16deb70d3c,b06ff617-30a3-41fb-b2f0-52d2a4d4cb44,"In the text box below, please describe any strategies you used to try and beat your opponent.",Just random
4614988e-e797-4618-a9b3-d76c647e14ab,e4ec492d-5bf5-4212-9fdb-45a0d20cdb94,"In the text box below, please describe any strategies you used to try and beat your opponent.","At first I thought it was an AI so I just randomly guessed. Then I realized the opponent needed time to make a choice so I tested if the opponent was another person. Also because 7 other people came to the study with me. I delayed my choice long enough and kept picking the same choice again to confirm my suspicions. Apparently I was right, so I tried to get the opponent to score: 420. Unfortunately they only cooperated for a little bit and we were not able to reach 420. Sorry if I messed around with your experiment."
2fa0db25-12b6-4b92-956f-816fb7f42326,b8d3f8f9-8560-40aa-9788-427aa67ec62c,"In the text box below, please describe any strategies you used to try and beat your opponent.",there was pattern going on when my opponent lost. they lean towards rock first. another pattern is that they would stay on the same spot for a third time if we tied twice. sometimes i would actually use my hands to see what i would actually put down in movement rather than screen clicking.
edf469cb-7a50-449a-8bf8-308e9c5c3d86,17452e7c-5d9d-49bb-af4c-60f1948f7ae8,"In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to predict the moves of the other person based on the outcome of the current game. So if I chose, paper and they chose rock, I win. Considering this, they would adjust their choice by choosing paper, then I would adjust my choice to be the scissors, in which case, I beat my opponent again. Sometimes, I saw a pattern to their moves so I would try to go one step ahead of them. For example, in our current game, I would pick scissors and they would pick rock, in which case, I lose. I guessed that in the next round they would use rock again because they won with that, in which case, I would adjust my move to be paper, so I can win. "
0cea1687-3a04-43a7-b6b1-7f12f84db3a2,1d659555-9986-4343-92af-37711ae9dbbf,"In the text box below, please describe any strategies you used to try and beat your opponent.","I would sometimes choose the one that would have beaten the one they just chose, but mostly it was kind of random."
8074557f-1499-4cd2-a6be-3a43d2008090,0ab25bc6-736e-4846-beb6-019e133a7ee1,"In the text box below, please describe any strategies you used to try and beat your opponent.","For the most part if I noticed that my opponent kept putting the same one repeatedly, I tried using the one that would beat it. Otherwise since this was by chance, I tried to be as random as possible."
3263e845-4135-4112-a68c-6a731963d9cf,76d6e093-2495-4b76-9966-ff02c751d4a8,"In the text box below, please describe any strategies you used to try and beat your opponent.","In the beginning, I wanted to set my strategy as explicitly as possible, so more often than not, choosing paper or rock, an that caused my opponent to choose more often ""scissors"". After a certain point, I began to think about tendencies and options my opponent gravitated towards, and adjust my strategy to shake them up. Once I felt that I may have lost predictability to my opponent, I began to try and think deeper as to how much more unpredictable I can be, and started to choose options I didn't think I would choose."
d4db449d-9c00-465f-aea4-f4393b042f5e,f72d1922-d529-4ed5-b83c-b7cc7c78862d,"In the text box below, please describe any strategies you used to try and beat your opponent.","If they won, they are more likely to put down what I had put that allowed them to win. 
If we tied, I would think about what to put that would beat that one because there is a chance that the computer would put that down again. 

"
7787a34a-30e4-46d3-9cc5-0f3c22f04599,3ffc4311-42c8-4633-83a8-cf98859f7b3a,"In the text box below, please describe any strategies you used to try and beat your opponent.","I usually keep playing paper for a few rounds to see what the opponent is playing, then if I realized a pattern, then I would purposefully choose something that beats her. While there were times that the opponent was able to guess what I play, I was able to win the opponent after a few rounds when I pay attention and think strategically what to play. Overall, I usually just focus on what she plays when I lose in order to predict what I should play and win. "
1d738b11-5151-4ebe-beb1-c6f435b7483c,041d65b4-d847-413d-b321-f628092cd6aa,"In the text box below, please describe any strategies you used to try and beat your opponent.","tried to look at what sequence it chose after I chose. For example, rock, scissor, rock, then paper. But it never stayed the same."
465c732c-862a-4d58-9fe6-cd1bf8b018c1,8bee2a7a-70be-42a8-be24-85ca2b693b69,"In the text box below, please describe any strategies you used to try and beat your opponent.",I tried to trick my opponent into thinking I'll pick a certain option. I didn't mind losing a point to get more back.
465c732c-862a-4d58-9fe6-cd1bf8b018c1,966fcb85-e005-4acc-b3d3-7d5515169a98,"In the text box below, please describe any strategies you used to try and beat your opponent.","The strategies that I had was thinking about the next move that my opponent might try to use. However, I was not successful most of the time.
"
